Country,C Television,C Police,C Courts,C Government,C Political parties,C Civil services,C Elections,Importance of democracy,Highest educational level,Age,Scale of incomes,Sex,Strong Leader,Expert Non Govt Person,Signing a petition,Joining unofficial strikes
68,3,4,4,4,4,4,4,10,2,27.0,10,1,3,1,2,2
68,4,2,2,2,4,2,4,6,0,39.0,7,2,4,1,,2
68,3,3,3,4,4,4,4,10,1,50.0,4,2,3,2,1,3
68,4,4,3,4,4,4,4,9,6,31.0,5,2,3,2,3,2
68,3,3,,1,3,3,3,1,3,65.0,9,2,2,1,2,1
68,4,3,1,3,3,4,3,8,2,35.0,6,2,1,2,3,3
68,3,3,3,3,3,3,4,5,3,22.0,7,2,2,2,2,2
68,3,4,,3,4,4,3,10,2,57.0,3,2,4,4,3,2
68,3,3,3,4,4,4,3,10,6,32.0,8,1,1,1,2,2
68,4,4,4,4,4,4,4,10,6,32.0,3,2,3,1,1,2
68,3,4,4,4,4,4,4,10,6,23.0,5,1,1,1,2,2
68,2,3,3,3,3,3,2,9,2,32.0,4,1,4,3,2,2
68,3,4,4,3,3,3,3,5,6,30.0,6,1,1,1,2,2
68,3,4,3,3,4,3,3,10,6,27.0,1,1,,1,,2
68,4,4,4,3,3,3,3,10,6,54.0,5,1,2,1,1,2
68,2,3,3,2,3,3,2,10,1,36.0,3,2,1,1,3,3
68,2,3,4,3,3,3,3,7,3,25.0,5,1,1,1,2,2
68,3,4,3,3,3,3,3,10,0,24.0,10,1,1,1,3,3
68,4,1,1,4,4,4,2,6,3,20.0,9,2,1,1,3,2
68,3,3,1,3,3,3,3,9,5,31.0,4,1,3,2,3,3
68,4,3,3,3,3,3,3,10,2,32.0,6,1,1,1,2,3
68,2,2,2,2,2,2,2,9,3,18.0,4,2,2,1,2,2
68,3,1,1,1,3,3,3,5,3,20.0,6,1,,4,2,2
68,3,3,3,3,3,4,3,9,6,56.0,8,1,2,2,2,1
68,3,4,4,3,4,4,3,10,2,68.0,5,2,4,1,2,3
68,3,4,4,3,3,2,3,10,2,18.0,5,1,3,2,2,3
68,2,4,4,4,4,4,3,10,2,38.0,5,2,2,3,2,2
68,3,3,3,3,3,3,3,10,5,24.0,6,1,1,1,2,2
68,3,3,4,3,3,3,2,10,6,54.0,4,2,2,2,3,2
68,2,2,3,3,3,3,2,10,6,23.0,8,1,2,3,2,3
68,3,3,3,1,3,3,1,10,5,47.0,7,1,4,4,2,2
68,3,2,3,3,3,3,3,6,3,19.0,7,2,3,3,2,3
68,2,3,3,3,4,3,3,6,2,58.0,4,1,3,2,3,2
68,4,4,4,3,3,3,3,10,3,25.0,4,2,4,1,2,3
68,3,3,4,3,3,3,3,10,2,65.0,5,1,,1,2,1
68,3,3,3,4,4,,4,8,3,23.0,4,2,1,,3,3
68,2,4,2,4,4,4,4,10,1,60.0,6,2,3,3,3,3
68,3,,3,3,3,4,4,7,3,23.0,7,1,1,1,2,2
68,3,4,4,3,3,4,3,10,2,27.0,3,1,4,4,2,3
68,3,2,4,4,4,2,2,10,6,63.0,4,1,2,2,2,2
68,4,3,4,1,1,4,1,10,1,53.0,1,1,1,1,2,1
68,3,3,2,2,3,2,3,9,3,23.0,6,1,3,2,2,3
68,3,4,4,4,4,3,1,10,6,25.0,4,1,2,4,2,2
68,4,4,4,4,4,4,4,10,3,40.0,4,2,4,4,2,3
68,4,4,4,4,4,4,4,5,3,19.0,10,1,2,2,3,3
68,,4,4,3,4,,3,10,2,41.0,5,2,,4,,2
68,1,3,4,3,3,3,3,10,6,75.0,5,1,2,3,3,3
68,3,3,3,3,4,3,3,9,5,28.0,6,1,2,2,1,2
68,2,3,2,3,3,2,3,9,1,48.0,4,2,2,2,3,3
68,2,4,4,4,4,,3,10,6,40.0,5,2,3,4,1,3
68,2,4,,3,4,3,2,7,2,22.0,6,1,2,3,2,3
68,2,4,2,4,4,3,3,8,3,41.0,6,1,2,2,3,3
68,3,3,3,4,3,3,3,10,3,18.0,5,1,1,2,1,2
68,3,3,,4,4,3,3,8,5,60.0,,2,,2,2,3
68,3,3,4,4,4,4,4,10,5,38.0,5,2,1,1,2,3
68,3,3,4,3,4,3,3,8,6,27.0,7,1,2,2,2,2
68,2,4,4,4,4,3,4,5,6,52.0,3,2,1,2,3,3
68,3,3,3,2,4,4,3,4,1,58.0,4,1,2,4,3,2
68,2,2,3,4,4,4,4,8,6,28.0,1,2,1,1,3,3
68,2,2,2,3,4,2,4,8,6,28.0,8,1,1,2,2,3
68,2,2,3,2,3,3,2,9,1,36.0,1,2,2,3,3,3
68,4,4,4,4,4,4,3,7,5,45.0,5,1,3,2,3,2
68,3,3,3,2,3,3,3,9,2,33.0,4,2,4,4,1,3
68,2,2,4,4,2,3,3,10,2,47.0,8,2,,2,3,3
68,3,3,3,3,4,4,3,8,1,47.0,2,2,,2,3,3
68,2,1,3,3,3,4,3,10,5,23.0,5,2,2,2,2,2
68,2,4,4,4,4,4,4,6,6,22.0,7,2,2,2,1,3
68,,4,,3,4,,2,8,0,62.0,4,2,,,3,3
68,3,4,4,4,4,3,3,10,3,74.0,10,2,1,2,3,3
68,3,4,4,3,3,3,3,5,3,37.0,6,1,2,2,1,2
68,3,4,3,2,4,3,3,8,2,48.0,6,1,2,2,2,2
68,1,2,3,3,3,3,3,10,3,25.0,6,2,3,2,1,2
68,3,3,4,4,4,3,3,5,6,24.0,4,1,3,1,2,2
68,3,4,4,3,4,4,3,7,3,34.0,4,1,2,2,3,3
68,2,4,4,2,4,3,3,9,3,66.0,,2,2,2,1,3
68,3,3,3,3,4,4,3,8,0,67.0,2,2,3,4,3,2
68,1,4,3,4,3,3,3,10,6,70.0,8,1,2,2,2,1
68,4,4,4,4,4,4,3,5,3,23.0,8,2,1,2,2,3
68,1,1,4,,3,3,3,10,1,59.0,3,1,3,,1,3
68,3,3,3,4,4,3,4,10,5,23.0,8,1,3,1,2,2
68,3,4,4,4,4,4,4,10,6,25.0,5,1,1,1,2,2
68,3,3,2,4,4,3,3,9,6,24.0,8,2,3,2,2,2
68,3,3,3,3,3,3,3,7,3,18.0,8,2,2,2,2,3
68,3,4,4,3,3,3,3,10,3,27.0,5,2,2,2,1,3
68,3,3,3,3,3,3,3,10,5,22.0,1,2,1,1,3,3
68,3,3,4,4,4,4,4,9,6,40.0,5,2,2,2,2,2
68,3,3,3,3,3,3,3,10,6,20.0,6,2,3,2,1,1
68,3,4,4,4,4,3,3,8,6,38.0,5,2,2,1,2,1
68,3,4,3,3,4,4,4,10,6,45.0,5,2,3,1,2,2
68,2,3,3,2,3,3,2,8,1,63.0,3,1,2,2,3,3
68,3,3,3,1,3,3,1,8,3,35.0,6,1,2,3,2,2
68,2,2,3,3,3,3,3,8,5,53.0,4,2,1,1,2,3
68,3,4,3,4,4,4,4,10,5,31.0,5,1,3,1,2,3
68,3,3,,3,3,3,2,7,6,28.0,3,1,2,2,2,3
68,2,4,4,2,4,3,3,4,1,73.0,2,2,4,4,2,3
68,4,4,4,4,4,4,4,8,3,42.0,3,1,1,2,3,2
68,3,3,3,3,4,3,3,10,5,29.0,4,2,1,3,2,2
68,4,4,4,4,4,4,4,10,6,31.0,2,2,1,3,3,2
68,2,3,4,2,4,4,1,10,3,74.0,1,1,1,,1,3
68,2,4,,3,3,2,3,10,1,80.0,8,2,1,1,1,3
68,3,3,3,3,3,3,3,10,1,41.0,5,1,3,,2,2
68,4,4,4,3,3,4,4,10,3,42.0,5,2,2,2,2,3
68,3,3,2,3,3,4,3,7,6,22.0,7,2,1,2,2,2
68,1,3,3,3,4,3,3,8,6,30.0,3,2,2,2,2,3
68,3,3,1,1,3,4,1,9,3,24.0,8,2,2,2,3,3
68,3,3,,3,3,3,3,10,6,29.0,5,1,1,4,2,2
68,2,3,1,2,3,3,1,10,1,66.0,3,2,3,1,3,1
68,2,2,3,3,3,4,3,9,6,28.0,2,1,4,4,3,2
68,4,4,4,3,4,3,2,10,5,41.0,5,2,3,3,2,2
68,3,4,4,4,4,4,3,8,5,40.0,5,1,3,2,3,2
68,2,3,4,4,4,3,4,9,6,25.0,5,2,3,2,1,3
68,3,3,3,3,3,1,1,8,3,19.0,5,1,3,3,2,3
68,2,3,2,2,3,3,3,7,6,33.0,6,1,2,4,3,2
68,3,3,4,3,3,4,3,9,5,36.0,5,1,1,2,2,2
68,3,4,4,3,4,4,4,5,5,42.0,5,2,2,3,3,3
68,4,4,4,4,4,4,4,10,5,36.0,6,1,2,3,1,3
68,4,4,,4,4,2,4,5,3,34.0,6,1,4,2,3,2
68,3,4,2,1,4,4,2,5,3,27.0,10,1,2,2,3,3
68,3,4,4,4,4,3,3,7,6,22.0,7,2,4,1,2,3
68,3,4,4,4,4,4,3,10,3,37.0,3,2,1,1,3,3
68,3,4,4,4,4,4,3,10,3,55.0,4,2,3,1,3,3
68,2,4,4,3,3,,3,2,3,21.0,7,1,2,3,2,3
68,3,3,3,3,3,3,3,8,5,32.0,6,2,2,2,3,3
68,3,3,1,3,3,3,1,10,2,34.0,2,2,1,1,2,3
68,2,2,2,2,2,2,2,9,3,45.0,2,1,2,2,2,
68,3,4,4,1,4,4,3,8,1,72.0,2,1,4,2,2,3
68,4,4,3,3,3,3,3,5,6,25.0,5,2,2,3,2,3
68,4,4,4,4,4,4,4,9,3,18.0,5,2,3,,3,2
68,3,3,3,4,4,3,3,6,6,28.0,8,2,2,2,3,3
68,3,3,4,4,4,3,3,10,1,18.0,5,1,2,3,3,3
68,3,3,3,3,3,3,3,6,3,20.0,5,1,,4,3,3
68,3,4,4,2,4,3,3,7,5,25.0,5,2,3,4,,3
68,2,3,3,2,4,3,2,9,1,32.0,2,2,4,3,2,2
68,3,2,3,2,3,3,2,10,3,18.0,6,2,3,3,1,1
68,2,4,3,3,3,3,3,9,1,55.0,5,1,3,3,3,3
68,3,3,3,3,3,4,3,8,1,30.0,4,2,1,2,3,3
68,3,3,3,3,4,3,2,10,6,32.0,6,2,4,4,1,3
68,2,4,4,3,4,3,3,8,1,47.0,,2,4,3,3,3
68,3,2,2,3,2,2,1,5,3,19.0,,2,1,2,3,2
68,3,3,3,3,3,3,3,8,3,18.0,8,2,2,2,2,2
68,3,4,3,3,4,3,3,8,5,22.0,7,2,1,1,2,2
68,3,2,4,2,4,4,4,10,2,41.0,1,2,3,3,3,3
68,1,1,1,1,4,1,4,5,3,59.0,4,2,1,1,1,2
68,3,3,2,1,3,3,2,10,3,55.0,1,1,2,2,2,3
68,1,4,4,3,3,3,3,10,2,56.0,4,2,1,4,2,2
68,2,3,3,2,3,3,2,8,6,30.0,6,1,2,2,2,3
68,4,3,4,2,3,,1,10,2,54.0,5,1,2,2,1,3
68,2,3,2,1,3,3,1,1,2,25.0,9,1,1,1,2,2
68,2,3,3,3,3,3,3,8,3,28.0,6,2,1,3,2,3
68,4,3,4,3,4,3,3,8,5,63.0,3,2,4,3,2,3
68,3,3,3,3,3,3,2,8,6,40.0,7,2,2,2,2,2
68,3,4,4,1,4,4,4,10,1,54.0,10,1,2,2,3,2
68,3,3,3,4,3,3,3,10,6,23.0,7,1,2,1,2,3
68,3,4,4,4,4,4,4,10,6,40.0,5,2,4,1,2,2
68,3,3,3,3,3,3,3,10,3,24.0,5,1,2,4,2,2
68,3,4,4,4,4,3,4,10,6,45.0,8,2,2,,3,3
68,1,2,3,3,4,3,,10,1,42.0,5,1,4,2,3,3
68,3,1,3,2,2,3,1,10,1,23.0,10,2,4,,1,3
68,4,4,3,3,4,3,1,10,6,36.0,3,2,3,3,3,1
68,1,4,4,3,3,3,3,8,6,29.0,7,2,2,1,2,3
68,3,4,3,3,4,4,3,10,3,59.0,4,1,2,2,2,1
68,3,3,3,3,3,3,3,9,3,18.0,6,2,2,2,3,3
68,1,4,3,4,4,3,3,10,2,23.0,1,2,4,3,3,3
68,3,4,4,4,3,3,4,10,6,19.0,5,2,1,1,3,3
68,3,3,4,3,4,4,3,8,1,56.0,1,1,4,2,1,3
68,3,3,2,3,3,3,2,10,3,56.0,7,1,1,4,1,1
68,3,3,4,4,4,4,3,6,3,46.0,4,1,2,2,3,3
68,1,3,3,3,3,4,1,10,5,21.0,5,1,2,1,2,2
68,3,3,4,3,3,3,1,10,1,18.0,3,1,1,2,1,3
68,4,4,4,4,4,4,3,6,6,31.0,3,1,2,2,3,3
68,4,4,4,4,4,4,4,10,6,31.0,6,1,1,3,2,3
68,2,2,3,3,4,2,2,1,6,66.0,1,2,,1,3,3
68,3,3,3,3,3,3,3,9,5,19.0,8,2,1,1,2,2
68,3,4,3,3,3,4,4,5,3,19.0,5,1,3,3,3,3
68,3,3,3,3,3,3,3,8,6,29.0,8,1,1,1,3,1
68,3,4,2,2,4,3,4,8,6,36.0,7,2,2,2,2,2
68,3,4,4,4,4,4,3,6,2,48.0,3,2,2,2,3,3
68,3,3,3,3,3,3,3,5,2,19.0,5,1,1,1,3,2
68,4,4,4,4,4,4,4,10,5,26.0,5,1,1,1,,2
68,3,3,3,3,3,3,3,10,2,60.0,3,2,3,4,3,2
68,2,1,1,1,1,1,1,8,5,44.0,7,1,1,1,3,3
68,3,3,3,2,3,3,3,10,3,65.0,,1,4,4,2,3
68,3,3,3,3,3,,3,10,5,25.0,5,2,3,1,2,2
68,3,4,4,3,4,4,4,9,5,77.0,5,1,4,3,3,3
68,3,4,4,4,4,4,3,5,1,44.0,1,1,1,1,2,3
68,2,,3,3,4,3,3,10,5,48.0,4,1,2,2,2,2
68,3,3,3,1,3,3,3,1,3,35.0,6,1,1,4,3,3
68,3,3,4,4,4,4,3,10,6,31.0,8,1,1,1,2,3
68,3,3,3,3,4,3,3,10,3,59.0,5,2,,2,3,3
68,2,2,,3,3,3,2,10,2,40.0,4,1,2,2,3,2
68,3,3,3,2,4,3,2,10,6,64.0,6,2,2,2,3,3
68,3,1,1,1,1,1,1,8,1,55.0,4,1,2,2,3,3
68,4,4,4,3,4,3,4,10,2,66.0,1,2,3,1,3,3
68,3,4,4,4,4,4,4,6,6,29.0,5,2,3,2,3,1
68,3,3,3,3,4,4,3,10,3,30.0,4,2,3,3,3,3
68,3,4,3,4,4,4,3,10,5,24.0,8,2,4,2,3,3
68,3,2,3,1,3,,1,10,1,50.0,1,2,1,1,3,3
68,3,4,4,3,4,3,3,9,6,32.0,3,2,2,2,3,2
68,3,4,,2,3,3,3,1,,40.0,5,2,2,4,3,1
68,2,4,4,3,3,3,2,8,3,59.0,5,1,1,3,2,2
68,3,3,3,3,4,3,3,10,6,46.0,8,1,1,1,2,3
68,2,3,1,1,4,2,3,8,2,31.0,6,1,2,2,3,3
68,3,4,3,3,4,3,1,10,3,50.0,6,2,3,3,3,3
68,3,4,3,4,4,4,4,10,5,21.0,8,1,1,1,2,3
68,,2,3,2,3,3,2,9,1,64.0,1,2,2,2,3,3
68,4,4,2,1,4,3,2,5,1,49.0,4,2,3,2,3,2
68,3,3,3,3,3,3,3,,1,34.0,5,2,,1,3,
68,3,4,4,3,4,4,4,10,6,36.0,5,2,2,1,2,3
68,3,4,4,3,3,3,3,8,2,46.0,4,1,2,2,1,1
68,4,4,4,4,4,4,4,10,2,23.0,5,1,1,1,3,3
68,4,3,1,3,4,3,3,10,1,37.0,5,1,4,2,3,3
68,2,2,,3,3,3,3,10,2,27.0,7,2,2,2,,3
68,4,3,3,3,4,2,3,8,1,40.0,2,1,2,2,1,1
68,4,3,3,3,4,3,4,5,1,57.0,5,1,2,1,3,3
68,1,1,1,1,3,3,1,5,1,24.0,5,2,3,4,3,3
68,2,3,2,2,2,1,2,10,2,68.0,4,1,,1,3,1
68,3,4,4,3,4,3,2,10,6,33.0,4,2,4,4,2,1
68,2,2,2,3,3,2,2,10,3,26.0,3,2,2,2,3,3
68,3,3,3,2,3,3,3,10,3,42.0,7,1,1,3,1,1
68,3,4,3,2,3,3,3,5,1,49.0,3,2,4,2,3,3
68,3,4,4,4,4,4,3,10,3,47.0,2,2,,,,3
68,3,3,4,4,4,4,4,10,5,40.0,2,1,1,1,3,2
68,3,1,4,3,4,3,3,9,3,28.0,8,1,2,1,3,2
68,4,4,4,4,4,4,4,10,2,22.0,8,2,,3,,3
68,4,3,3,4,3,3,4,8,1,24.0,8,2,1,1,3,3
68,2,3,3,3,3,3,3,8,1,60.0,,1,2,3,2,3
68,,3,3,1,2,1,1,8,0,25.0,7,2,3,3,2,3
68,3,3,3,3,3,3,3,10,6,19.0,9,2,3,1,2,2
68,4,3,4,3,3,2,3,6,1,19.0,5,2,,,3,3
68,4,4,4,4,4,4,4,5,5,48.0,2,2,1,3,3,3
68,2,3,3,3,4,3,3,10,3,31.0,2,1,2,4,3,3
68,1,1,1,1,3,1,1,1,1,33.0,1,2,4,4,3,3
68,3,3,3,3,3,3,2,10,3,40.0,5,1,3,2,3,3
68,3,4,3,2,3,3,3,7,1,47.0,5,1,2,3,3,3
68,1,3,3,1,2,3,1,10,3,22.0,9,2,1,,3,2
68,3,3,1,1,3,3,1,8,3,20.0,7,1,1,1,3,3
68,3,4,3,3,3,3,3,1,3,18.0,10,1,1,2,3,3
68,3,3,4,3,4,3,4,10,3,35.0,4,1,3,2,3,1
68,3,4,3,3,4,4,1,10,3,24.0,6,1,1,1,3,1
68,3,4,3,3,4,4,4,8,3,38.0,5,2,2,2,3,2
68,3,3,4,3,4,4,1,10,6,35.0,5,2,3,1,2,2
68,4,3,4,3,4,3,3,9,5,23.0,4,2,2,1,1,1
68,3,4,4,4,4,4,4,10,3,47.0,3,1,4,1,2,2
68,3,3,4,3,4,4,4,8,3,49.0,4,2,2,2,3,3
68,3,4,4,3,4,3,4,8,3,41.0,4,1,3,2,2,2
68,3,4,3,3,4,4,3,10,3,19.0,4,2,4,1,1,1
68,3,3,3,3,3,3,3,10,3,31.0,4,2,1,2,3,3
68,3,4,3,3,4,3,3,2,2,33.0,2,2,4,4,3,2
68,3,3,3,3,3,3,3,10,5,25.0,3,2,,,1,3
68,3,3,3,3,4,3,3,10,3,53.0,4,1,2,4,2,2
68,3,3,3,3,3,3,3,8,6,21.0,7,1,2,1,3,3
68,3,3,3,3,3,3,2,9,2,18.0,6,1,2,2,3,3
68,3,2,3,3,3,3,3,,0,69.0,1,2,4,2,,3
68,2,2,2,3,3,3,3,10,2,49.0,4,2,1,1,3,3
68,3,4,3,3,4,3,4,10,2,36.0,7,2,3,3,,3
68,3,3,3,3,3,4,2,10,6,54.0,1,2,2,2,1,2
68,4,3,4,4,4,1,3,1,3,30.0,3,1,1,1,3,3
68,3,4,3,3,3,3,2,10,3,55.0,4,1,3,1,3,2
68,3,3,3,3,3,3,3,10,0,60.0,4,2,3,3,3,3
68,3,3,3,3,3,4,3,1,1,53.0,5,2,1,1,,3
68,4,4,4,3,4,4,3,10,6,31.0,2,1,4,4,3,3
68,1,1,1,3,3,3,3,10,1,29.0,5,1,4,1,3,3
68,1,4,3,4,4,4,4,10,5,26.0,7,2,1,1,1,2
68,3,4,2,1,3,1,1,10,0,68.0,8,1,,3,,3
68,2,2,3,2,3,3,2,9,1,49.0,3,1,2,2,2,1
68,2,4,4,3,3,2,3,7,1,37.0,4,1,1,1,3,1
68,4,4,4,4,4,4,3,10,3,39.0,8,2,4,4,2,2
68,3,3,3,3,3,3,3,10,3,19.0,8,1,1,1,2,2
68,2,1,3,1,4,2,2,10,3,19.0,6,1,1,1,2,2
68,2,3,4,3,3,4,2,10,3,58.0,4,2,4,4,3,2
68,3,3,3,2,3,3,2,10,1,58.0,3,1,4,3,3,3
68,2,3,3,3,3,3,3,9,3,27.0,4,1,3,3,3,3
68,3,3,3,1,3,3,1,10,2,45.0,3,2,1,1,2,2
68,3,3,3,3,3,3,3,10,5,36.0,5,1,2,3,2,2
68,3,3,,2,3,2,,10,6,36.0,5,1,1,2,2,3
68,2,2,3,1,3,3,1,10,2,23.0,2,1,4,3,3,3
68,2,2,2,2,2,3,2,10,1,61.0,,1,2,3,3,3
68,3,4,4,4,4,4,3,10,3,25.0,3,1,2,3,2,2
68,3,3,3,3,4,4,2,10,5,70.0,6,1,3,2,,3
68,3,3,3,3,3,3,3,10,5,21.0,5,1,2,2,3,1
68,4,4,4,4,4,4,4,7,2,26.0,5,2,1,1,3,2
68,2,3,2,2,3,3,2,9,1,53.0,,1,3,2,2,3
68,4,4,4,4,4,3,3,9,5,28.0,5,2,2,1,2,3
68,2,3,3,4,3,3,4,10,6,70.0,5,1,3,2,2,3
68,4,2,4,3,4,3,3,10,2,30.0,8,2,2,2,3,3
68,3,3,3,3,3,3,3,8,5,43.0,4,2,3,1,3,3
68,4,4,4,4,4,4,4,8,3,23.0,8,1,1,2,3,2
68,3,4,4,4,4,4,3,8,3,37.0,2,2,2,2,3,3
68,2,3,3,3,3,3,3,10,3,28.0,5,2,3,3,3,3
68,4,4,4,4,4,4,3,10,6,33.0,5,2,2,2,2,2
68,3,4,3,3,4,3,3,10,6,20.0,4,2,4,4,2,3
68,2,4,2,3,3,4,1,1,3,22.0,5,1,2,3,3,3
68,3,3,2,3,3,3,2,8,0,45.0,5,2,3,,3,3
68,3,2,2,2,3,3,2,5,5,43.0,3,1,2,2,3,3
68,3,4,4,3,4,4,3,10,6,28.0,8,1,4,1,2,2
68,2,3,4,3,4,4,3,9,1,51.0,1,2,2,2,3,2
68,3,3,3,3,3,3,2,8,5,25.0,7,2,2,3,2,2
68,3,3,3,3,3,3,3,10,2,32.0,6,1,4,2,3,2
68,2,3,3,3,2,3,3,9,6,43.0,5,2,2,3,2,2
68,3,3,3,3,3,3,3,9,5,24.0,4,1,2,2,3,3
68,3,3,3,3,3,3,1,10,3,18.0,8,2,1,1,2,2
68,4,4,4,4,4,4,4,8,3,67.0,4,2,,3,3,3
68,2,3,3,2,3,2,2,10,6,40.0,4,1,4,4,2,2
68,4,4,4,3,3,3,3,,3,50.0,4,2,,,,3
68,3,3,3,3,3,3,3,7,0,63.0,,1,,2,3,3
68,3,3,3,3,3,3,3,10,1,43.0,3,2,4,1,3,1
68,3,4,4,3,3,3,2,5,1,62.0,3,1,3,3,3,3
68,1,2,2,1,1,2,2,10,3,25.0,10,2,2,2,3,2
68,2,4,3,3,4,3,1,10,3,31.0,8,1,4,2,1,2
68,4,3,3,4,4,3,3,10,6,33.0,5,2,4,2,1,
68,3,3,3,3,4,3,1,10,6,43.0,7,1,2,2,3,2
68,3,4,4,3,3,4,3,7,6,42.0,6,1,3,4,2,2
68,3,3,,2,4,3,2,10,6,21.0,7,1,1,1,2,3
68,3,3,3,2,3,3,3,10,,64.0,5,2,1,1,3,3
68,3,4,4,1,4,4,3,9,3,38.0,2,1,,2,3,2
68,3,4,3,2,3,3,3,7,1,60.0,3,2,2,2,2,1
68,3,4,,1,3,1,1,10,2,37.0,3,2,4,2,,2
68,3,3,3,2,3,3,3,8,3,48.0,2,1,2,4,2,3
68,3,3,3,3,3,4,2,3,3,18.0,6,2,3,,3,2
68,4,4,4,4,4,4,2,9,1,70.0,2,1,2,2,3,3
68,3,3,3,3,3,3,3,9,2,33.0,6,1,1,1,3,2
68,3,3,4,3,3,3,3,9,2,22.0,5,2,4,3,3,3
68,2,3,3,3,3,3,2,10,3,40.0,6,1,3,3,3,3
68,3,4,4,3,4,4,3,10,5,29.0,5,2,3,4,2,2
68,3,3,3,1,3,3,2,6,1,53.0,7,1,2,2,2,3
68,4,4,4,4,4,4,3,10,3,40.0,2,1,2,2,1,1
68,3,4,4,3,4,3,3,7,1,44.0,,2,3,3,2,2
68,3,3,4,3,4,4,3,5,3,20.0,4,1,3,1,3,2
68,4,4,4,3,3,2,1,,1,55.0,,2,,1,1,3
68,3,3,3,4,3,3,2,,3,52.0,4,1,,1,3,3
68,,3,3,3,4,4,3,10,1,25.0,6,1,,,,
68,3,4,4,,,,3,10,1,60.0,5,2,,2,,2
68,3,2,3,3,4,3,1,7,1,74.0,2,1,,,3,3
68,3,4,4,3,3,4,3,9,6,52.0,7,2,,2,3,3
68,3,3,4,3,4,3,3,8,3,30.0,4,2,1,1,3,3
68,3,4,3,3,4,4,3,10,3,50.0,3,2,4,2,1,1
68,1,2,2,2,2,3,3,10,1,40.0,6,1,2,2,3,3
68,3,4,4,3,4,3,4,10,6,51.0,3,1,4,2,3,1
68,4,4,4,3,4,4,2,10,7,39.0,1,1,2,1,2,1
68,3,4,4,4,4,4,4,10,6,29.0,5,2,,,3,3
68,,4,4,2,4,,4,10,1,56.0,,2,,,,3
68,4,3,3,3,4,4,4,10,3,25.0,8,2,1,1,,3
68,3,3,4,3,4,3,3,10,6,38.0,5,2,2,3,1,1
68,3,3,3,3,3,3,1,10,6,35.0,5,1,4,1,2,2
68,3,3,3,2,3,3,2,8,1,50.0,6,1,3,2,2,2
68,2,2,2,2,4,2,2,9,3,21.0,7,2,3,2,3,3
68,2,4,3,2,4,3,1,7,1,44.0,5,2,3,2,3,3
68,3,2,2,3,4,4,4,8,3,42.0,3,1,2,2,3,1
68,3,4,4,3,,3,3,8,5,28.0,4,1,2,2,2,2
68,4,4,4,3,4,3,2,10,7,55.0,5,1,4,4,1,2
68,2,3,2,2,3,3,2,5,1,38.0,3,2,2,2,3,2
68,2,2,3,2,3,2,2,5,1,30.0,10,1,2,2,1,3
68,3,3,3,2,3,3,3,8,1,20.0,5,1,3,3,3,3
68,3,4,,4,4,4,4,5,3,35.0,2,1,3,2,3,2
68,4,3,4,4,4,4,1,8,3,23.0,9,2,1,1,3,2
68,2,2,4,1,2,3,2,3,1,28.0,5,2,1,2,2,2
68,3,4,4,1,4,3,3,10,1,43.0,5,2,1,1,2,2
68,3,1,4,4,3,3,3,1,3,18.0,5,1,2,,1,1
68,3,3,4,3,3,3,3,10,1,56.0,5,1,1,3,2,2
68,3,3,3,3,3,3,3,8,3,26.0,4,1,2,3,3,2
68,2,3,2,3,3,3,1,10,1,31.0,6,2,2,2,3,2
68,3,4,4,3,4,3,2,2,1,25.0,10,2,3,2,3,3
68,4,4,4,4,4,4,4,10,0,65.0,2,2,,,,3
68,3,4,4,4,4,4,4,10,2,20.0,5,2,2,,3,2
68,3,3,3,3,3,3,3,10,5,30.0,5,1,1,1,3,3
68,2,2,2,2,3,2,2,3,0,74.0,2,1,3,2,1,2
68,4,2,2,3,3,3,2,10,3,24.0,6,2,1,1,2,3
68,4,3,4,3,4,3,3,1,1,49.0,1,1,1,2,3,3
68,3,4,3,2,4,3,3,8,1,55.0,3,2,,,,1
68,2,3,3,3,3,4,3,8,1,29.0,6,2,2,2,2,3
68,2,2,,2,2,3,3,9,3,39.0,6,1,3,3,3,2
68,4,4,4,4,4,4,1,10,1,45.0,1,1,4,4,1,1
68,3,3,4,4,4,4,3,3,1,47.0,2,1,4,1,3,2
68,3,3,3,3,3,3,3,10,5,30.0,6,2,1,1,3,3
68,3,4,4,4,4,3,3,7,1,24.0,7,2,4,,3,2
68,3,4,3,1,3,2,3,10,1,53.0,4,1,1,1,1,2
68,2,3,,2,3,3,3,8,2,27.0,2,1,3,3,3,3
68,3,3,3,3,3,3,3,8,6,33.0,7,1,3,2,2,1
68,3,4,3,4,4,1,4,10,1,31.0,5,1,1,1,1,3
68,4,3,3,3,3,3,3,8,5,32.0,7,1,2,1,1,2
68,3,3,3,3,3,3,3,10,6,25.0,5,1,4,1,2,2
68,3,2,2,2,3,3,3,8,1,65.0,2,1,2,2,3,2
68,4,3,3,3,4,4,3,10,5,46.0,6,2,2,2,3,2
68,3,3,4,3,3,3,3,9,6,42.0,4,2,,1,3,2
68,3,3,3,3,4,4,3,9,3,56.0,2,1,2,3,2,1
68,2,3,2,3,3,2,2,8,1,69.0,,2,2,2,3,1
68,3,4,3,3,3,3,3,2,3,20.0,2,2,4,1,2,3
68,4,4,4,4,4,4,4,10,0,56.0,,2,,,3,3
68,3,4,4,2,3,4,3,8,1,56.0,,2,2,2,2,2
68,1,2,3,3,3,3,3,7,3,23.0,8,2,3,1,3,3
