Country,C Television,C Police,C Courts,C Government,C Political parties,C Civil services,C Elections,Importance of democracy,Highest educational level,Age,Scale of incomes,Sex,Strong Leader,Expert Non Govt Person,Signing a petition,Joining unofficial strikes
360,3,1,2,2,3,3,3,10,3,26.0,8,2,2,2,1,3
360,2,2,2,2,2,2,2,10,3,45.0,5,1,3,2,2,2
360,2,2,2,2,2,2,2,8,3,33.0,5,1,2,2,2,2
360,2,2,3,2,3,2,2,8,3,41.0,6,1,3,3,2,2
360,2,2,2,2,2,2,2,10,2,45.0,1,1,4,2,3,3
360,2,1,1,1,2,1,1,10,1,37.0,1,1,1,2,3,3
360,3,2,2,2,3,2,3,10,1,35.0,1,2,3,2,2,
360,3,3,2,3,3,3,3,9,3,28.0,7,2,2,2,1,1
360,3,1,1,2,3,1,1,1,1,30.0,1,1,2,1,3,3
360,3,3,3,2,4,3,3,7,3,18.0,4,2,2,2,1,2
360,3,4,2,2,3,2,2,7,1,43.0,4,2,2,2,3,3
360,1,1,2,1,3,1,1,10,0,48.0,1,1,1,2,2,3
360,2,2,4,2,2,2,2,8,0,57.0,6,2,2,1,3,3
360,3,2,2,2,3,2,2,7,2,43.0,5,1,2,2,3,3
360,3,2,2,1,3,2,2,5,3,23.0,5,2,3,3,2,3
360,1,2,2,2,3,2,1,10,1,75.0,6,2,2,1,3,3
360,1,2,2,2,4,2,2,10,1,61.0,1,1,2,2,3,1
360,3,4,3,3,4,3,3,5,3,27.0,5,1,2,3,2,2
360,4,2,2,4,4,2,2,10,2,30.0,4,1,1,2,3,3
360,2,2,,2,3,2,2,9,6,41.0,6,2,3,3,3,3
360,3,2,1,2,2,1,2,10,0,61.0,2,2,2,3,3,3
360,3,3,3,2,4,2,2,5,1,38.0,4,1,2,2,3,3
360,2,2,2,2,2,2,2,8,6,47.0,4,1,4,3,3,3
360,1,2,1,1,3,1,1,10,1,43.0,10,2,2,1,3,3
360,3,2,1,2,4,2,2,1,1,51.0,3,2,1,1,3,3
360,2,2,2,1,3,3,3,10,1,32.0,1,1,1,2,3,2
360,3,3,3,2,4,3,3,10,1,30.0,5,2,3,3,3,3
360,4,3,2,1,4,1,1,10,0,31.0,1,1,1,2,3,3
360,2,1,1,1,3,2,1,10,0,65.0,1,2,1,2,3,3
360,3,3,3,3,3,3,3,7,3,31.0,3,1,2,2,2,3
360,2,1,1,1,1,1,1,10,2,26.0,3,2,1,3,3,3
360,4,3,2,2,4,2,2,10,1,29.0,1,1,2,3,2,3
360,1,2,1,1,1,2,1,10,1,25.0,1,2,2,4,3,3
360,1,2,1,1,1,1,1,10,2,53.0,1,2,1,2,3,3
360,1,1,1,1,4,1,1,10,1,58.0,1,2,1,1,3,1
360,2,1,1,1,1,1,1,10,1,65.0,1,1,2,1,3,3
360,1,2,2,1,2,2,1,10,2,31.0,5,2,1,2,2,2
360,2,3,3,2,3,2,2,10,6,25.0,6,2,2,2,2,2
360,3,1,2,3,3,3,3,10,1,48.0,1,2,1,2,3,3
360,2,3,2,3,,2,2,10,1,31.0,1,2,1,2,2,2
360,3,3,3,3,4,2,3,8,1,49.0,4,2,4,3,2,3
360,3,1,1,1,4,1,1,10,1,63.0,1,1,4,2,3,3
360,4,3,3,4,4,3,3,6,2,24.0,4,2,2,2,3,3
360,2,2,2,2,2,2,2,10,1,33.0,8,1,1,2,2,3
360,3,2,2,1,2,3,1,10,1,48.0,1,2,4,2,2,3
360,3,3,3,3,3,2,2,5,2,29.0,3,1,2,3,2,2
360,2,1,1,1,2,1,1,10,2,37.0,1,1,2,2,3,1
360,3,2,3,2,3,3,2,10,2,48.0,1,2,3,2,2,3
360,1,1,1,1,1,1,1,10,2,36.0,1,2,1,4,3,3
360,3,3,3,3,3,3,3,10,3,48.0,3,2,2,2,3,3
360,3,4,2,2,3,3,3,10,1,58.0,1,2,,,3,3
360,2,2,2,2,2,2,2,10,3,27.0,7,1,2,2,3,3
360,1,1,1,2,4,2,3,10,1,40.0,5,2,1,2,2,3
360,1,1,1,1,1,1,1,10,1,56.0,1,1,1,1,3,3
360,2,2,3,2,4,2,2,10,5,61.0,6,1,2,2,3,3
360,2,3,2,1,3,2,2,10,2,42.0,4,1,3,2,3,2
360,2,1,1,1,2,3,2,10,1,58.0,1,2,2,2,3,3
360,2,1,3,1,3,2,3,10,2,50.0,1,1,3,3,3,3
360,4,1,1,1,1,1,1,10,0,47.0,6,2,2,2,3,3
360,1,1,1,1,1,1,1,10,0,40.0,10,1,1,1,3,3
360,4,1,1,1,1,2,2,10,2,21.0,2,2,1,1,2,3
360,2,2,1,2,2,2,1,7,3,21.0,6,1,3,2,2,2
360,3,2,3,3,3,3,2,10,3,48.0,1,2,4,2,3,3
360,3,1,1,1,3,2,1,10,5,43.0,1,1,4,4,2,3
360,2,3,1,2,4,1,1,9,3,73.0,2,1,4,1,3,3
360,1,1,1,1,1,2,1,9,1,36.0,5,2,1,2,3,3
360,4,2,2,2,2,2,2,8,0,46.0,9,2,2,4,2,3
360,2,3,2,1,2,2,2,10,1,45.0,4,2,1,2,3,3
360,2,2,2,2,2,2,2,8,1,29.0,5,2,2,2,2,3
360,2,2,2,2,4,4,2,9,1,50.0,3,1,4,4,3,2
360,3,2,2,2,3,2,2,9,0,45.0,6,1,1,3,3,3
360,2,1,1,1,1,2,1,10,1,58.0,6,1,1,2,1,3
360,3,2,1,3,3,2,3,10,1,36.0,4,2,4,2,3,3
360,1,3,2,1,2,2,1,10,0,42.0,3,2,2,2,3,2
360,2,2,2,2,2,3,3,9,1,24.0,3,2,2,1,2,3
360,2,3,3,3,4,3,3,9,1,36.0,2,1,2,4,3,2
360,1,2,2,2,2,2,2,8,1,34.0,4,2,,2,3,3
360,3,3,2,1,3,3,3,,1,40.0,,2,,2,3,3
360,1,3,3,2,3,2,4,9,1,35.0,2,2,1,1,3,2
360,3,4,4,3,4,3,3,7,1,49.0,1,1,3,3,3,3
360,2,2,2,1,3,3,2,9,1,38.0,2,2,1,1,3,3
360,2,2,2,1,2,2,2,10,1,45.0,5,1,2,2,2,3
360,3,3,3,2,4,3,4,8,2,30.0,4,2,3,3,2,2
360,3,3,3,3,3,3,3,10,1,58.0,4,1,3,1,2,2
360,3,2,2,2,3,2,2,10,1,33.0,5,2,,2,2,1
360,3,2,2,2,3,3,3,9,3,29.0,7,1,2,2,2,3
360,2,3,2,3,4,3,3,10,3,37.0,4,2,3,3,1,2
360,3,3,3,4,3,4,4,10,6,29.0,7,1,3,3,2,2
360,2,1,2,2,2,2,2,10,6,48.0,6,2,3,2,3,3
360,2,2,1,2,3,2,2,10,6,40.0,6,1,4,3,2,2
360,2,2,2,2,3,2,2,8,3,49.0,8,2,4,3,3,3
360,2,1,2,1,3,2,1,10,6,32.0,5,1,4,1,3,2
360,2,1,1,3,3,2,3,7,2,19.0,7,2,2,2,2,3
360,2,2,2,2,3,2,2,10,6,57.0,8,2,4,2,3,3
360,3,2,2,2,3,2,2,5,3,40.0,5,2,3,3,3,3
360,4,1,1,1,1,1,1,8,0,64.0,2,1,2,4,3,3
360,3,2,2,1,2,2,2,9,1,41.0,3,2,3,2,3,3
360,3,4,4,3,4,2,3,10,3,37.0,5,1,2,2,2,2
360,2,2,2,2,2,2,2,10,3,32.0,8,2,1,2,3,3
360,3,1,2,2,3,2,2,9,3,22.0,5,1,2,2,3,3
360,3,3,3,2,3,3,3,10,3,35.0,8,2,3,2,3,3
360,3,3,3,3,4,2,1,10,6,38.0,5,1,3,1,2,2
360,2,3,2,1,2,2,2,10,3,25.0,6,2,4,4,2,3
360,3,3,3,3,3,3,3,9,1,58.0,4,1,1,3,3,3
360,3,2,1,1,3,2,2,7,2,35.0,6,2,2,1,3,3
360,1,3,3,3,3,3,3,8,3,52.0,5,2,1,2,2,2
360,3,3,3,3,3,2,2,7,3,30.0,6,2,1,2,3,3
360,3,2,1,1,3,1,1,10,1,62.0,2,1,2,1,3,3
360,2,4,3,3,3,3,3,10,3,34.0,5,1,4,2,2,3
360,2,3,3,1,3,1,2,9,3,70.0,8,2,2,2,2,3
360,3,3,2,3,4,2,3,9,3,37.0,6,2,3,2,3,3
360,3,3,3,3,4,2,3,10,6,51.0,5,1,4,2,3,3
360,3,2,3,4,4,4,4,8,3,39.0,2,2,1,3,3,3
360,4,1,2,2,2,3,1,8,3,33.0,8,2,2,2,3,3
360,2,1,1,1,2,1,1,10,3,52.0,1,1,4,4,3,3
360,2,2,1,1,2,2,2,8,1,38.0,3,1,1,2,3,2
360,3,3,2,2,3,2,3,10,2,56.0,4,1,4,1,1,
360,3,2,2,3,3,2,2,10,2,41.0,4,1,3,2,3,3
360,1,1,1,1,1,1,1,10,3,46.0,8,2,1,2,3,3
360,3,2,2,2,3,2,3,8,3,34.0,5,1,1,2,2,3
360,3,2,3,3,4,3,2,7,3,38.0,4,2,3,2,3,3
360,3,3,3,3,4,3,3,7,3,45.0,2,2,3,2,2,3
360,1,1,1,1,1,1,1,10,6,48.0,7,1,4,3,3,3
360,2,2,2,2,2,2,2,9,1,43.0,5,2,3,3,3,3
360,2,2,2,1,1,2,1,2,0,24.0,3,2,2,3,2,3
360,3,2,2,2,2,2,2,10,1,25.0,2,1,2,2,2,3
360,1,1,1,1,2,1,1,9,1,25.0,1,1,1,2,2,2
360,3,1,2,1,3,1,2,9,1,31.0,3,1,1,3,3,3
360,2,2,2,1,2,1,2,4,1,33.0,5,2,2,2,3,3
360,2,2,2,2,2,2,2,8,1,28.0,5,1,2,2,2,2
360,2,2,2,2,2,2,2,7,1,70.0,1,2,2,2,1,3
360,1,2,2,2,3,3,3,5,1,30.0,5,2,1,2,3,3
360,2,2,2,2,2,2,2,8,3,21.0,3,2,1,2,2,3
360,3,1,1,2,3,2,1,10,3,34.0,8,1,1,1,2,3
360,2,1,1,1,2,2,2,7,1,63.0,5,1,3,1,3,3
360,2,2,2,2,2,2,2,10,3,43.0,7,1,4,2,2,1
360,3,1,1,1,2,1,2,8,2,25.0,6,2,1,2,2,2
360,2,1,1,1,1,1,1,2,2,32.0,1,2,1,4,1,3
360,2,1,1,1,3,1,,10,1,33.0,2,2,2,,3,3
360,2,2,2,2,2,2,2,9,2,34.0,1,2,2,2,3,3
360,3,2,2,2,3,2,2,7,6,50.0,7,2,,,,
360,2,2,2,2,3,2,2,8,2,34.0,5,2,3,2,2,2
360,2,3,2,2,4,3,2,2,1,45.0,2,2,3,3,3,2
360,3,2,1,2,3,3,3,5,3,23.0,4,1,2,2,2,3
360,3,3,,,,2,1,9,1,48.0,2,2,2,2,3,2
360,2,2,2,2,3,2,3,10,2,33.0,3,1,2,3,3,3
360,2,2,2,2,3,2,2,9,6,50.0,7,1,2,2,3,3
360,1,1,1,1,3,2,3,5,2,29.0,3,2,1,1,3,3
360,2,1,2,2,2,2,2,1,0,56.0,10,2,2,1,3,3
360,3,3,3,3,4,3,3,9,3,41.0,7,1,3,3,2,3
360,4,2,2,2,4,1,2,10,3,33.0,6,1,2,3,3,3
360,3,3,3,3,3,3,3,8,3,28.0,6,2,3,3,3,3
360,3,3,2,2,3,2,3,9,2,36.0,3,1,2,2,3,2
360,3,2,2,3,3,3,3,5,3,33.0,7,2,1,2,2,3
360,3,1,3,1,4,2,1,10,2,50.0,4,2,4,4,1,3
360,3,3,3,4,3,2,3,9,3,30.0,4,1,3,2,2,1
360,3,3,2,2,3,4,2,10,2,18.0,3,2,1,3,3,2
360,2,1,1,1,2,2,1,9,1,60.0,2,2,1,1,3,3
360,3,3,3,3,2,2,2,10,1,50.0,3,2,1,2,3,3
360,2,3,2,2,2,2,2,7,2,27.0,6,2,3,2,1,3
360,2,3,2,2,3,1,1,6,1,28.0,4,2,1,2,3,3
360,3,3,3,2,4,2,3,10,1,38.0,4,1,4,2,3,2
360,2,2,2,2,2,2,2,10,2,43.0,1,2,3,2,3,3
360,3,2,3,3,3,2,3,10,2,32.0,5,1,3,2,3,3
360,3,3,2,2,2,3,2,7,2,18.0,2,1,1,2,2,2
360,3,4,4,3,4,3,3,9,3,38.0,2,1,1,1,3,3
360,3,3,3,2,3,3,3,8,3,21.0,6,2,4,3,3,3
360,2,2,2,2,4,3,2,10,1,41.0,5,2,2,2,3,3
360,3,3,3,2,3,2,2,7,3,30.0,5,2,2,2,3,3
360,2,2,3,3,3,3,4,10,3,28.0,7,2,3,1,3,2
360,3,3,2,2,2,3,4,7,2,29.0,3,1,1,1,3,3
360,3,2,2,2,3,3,1,8,3,32.0,4,1,1,2,2,3
360,3,2,1,1,2,2,2,10,2,23.0,4,1,2,2,2,3
360,2,2,1,1,2,3,2,8,2,18.0,4,1,2,1,2,2
360,3,2,2,2,3,2,2,9,1,42.0,4,2,2,2,3,3
360,2,2,2,3,3,2,2,10,1,40.0,3,1,2,2,2,2
360,3,1,2,4,4,3,3,10,3,51.0,6,1,2,1,1,3
360,3,2,3,3,3,3,2,10,3,52.0,3,1,3,3,3,3
360,2,1,2,2,3,2,2,8,6,30.0,6,1,3,2,2,2
360,3,1,2,1,4,2,1,9,1,43.0,5,1,2,1,3,3
360,4,2,2,2,2,2,2,6,3,24.0,5,2,2,2,3,3
360,3,2,2,1,3,2,2,5,3,34.0,5,1,2,2,2,3
360,2,1,1,1,2,2,2,1,1,25.0,1,2,1,1,3,3
360,3,3,3,2,3,2,4,10,1,40.0,5,1,4,1,3,3
360,2,3,1,3,3,2,2,10,2,30.0,3,1,3,2,3,3
360,2,3,2,2,4,2,3,10,1,47.0,5,1,2,2,3,2
360,4,3,2,2,3,2,2,8,3,19.0,5,1,3,2,3,3
360,3,2,3,3,1,3,1,9,3,18.0,6,2,2,2,2,3
360,1,1,1,1,1,1,1,10,1,32.0,1,2,1,4,3,3
360,3,2,2,2,4,3,3,6,1,38.0,5,2,2,2,2,3
360,2,2,2,2,2,2,2,8,2,36.0,5,2,3,,2,3
360,3,1,1,1,3,3,1,10,3,26.0,9,1,2,2,3,3
360,4,2,2,2,3,3,2,10,1,33.0,5,2,1,2,3,3
360,3,3,1,1,3,1,2,8,0,40.0,8,2,1,2,3,3
360,3,2,1,1,2,2,2,9,1,38.0,6,2,2,,1,3
360,2,1,4,2,4,2,4,8,6,40.0,5,2,3,2,3,3
360,2,2,2,2,4,4,2,3,3,73.0,4,1,1,2,3,3
360,2,2,2,2,2,2,2,10,1,50.0,1,2,2,2,3,3
360,3,2,2,2,4,3,2,10,3,42.0,5,1,4,1,3,2
360,1,2,2,3,4,2,1,10,3,42.0,7,1,3,2,2,3
360,4,2,1,1,2,2,1,10,3,28.0,4,2,1,1,3,3
360,2,2,4,2,2,2,2,10,0,61.0,4,1,3,3,3,3
360,2,3,2,3,4,3,3,6,3,32.0,8,2,2,1,3,3
360,2,2,2,2,2,2,1,10,3,34.0,6,2,2,2,3,2
360,2,2,2,2,2,2,2,10,0,56.0,1,2,1,2,3,3
360,2,2,3,2,2,2,2,10,3,36.0,6,1,1,1,3,3
360,2,2,1,1,2,1,1,8,3,28.0,5,2,1,2,3,3
360,3,2,2,2,2,2,1,,1,58.0,3,2,1,2,3,3
360,3,3,2,2,3,2,2,9,6,23.0,7,1,2,2,2,2
360,2,1,1,1,2,2,2,8,3,33.0,5,2,4,4,3,3
360,1,1,1,1,1,2,2,10,1,43.0,10,1,1,1,1,3
360,2,2,2,2,2,2,2,10,2,39.0,3,2,3,2,3,3
360,3,1,1,1,2,1,1,6,2,25.0,5,2,3,2,3,3
360,2,2,2,2,3,1,1,10,3,31.0,1,1,1,1,2,3
360,3,1,1,2,3,2,2,3,2,18.0,6,1,2,3,3,3
360,3,2,1,1,2,2,2,10,2,21.0,3,2,2,2,3,3
360,1,1,1,1,2,3,1,9,1,52.0,1,2,1,1,1,3
360,4,2,2,2,2,3,2,7,3,21.0,6,1,2,2,3,3
360,4,3,4,4,4,2,3,10,3,37.0,3,1,3,2,2,1
360,1,2,2,3,3,3,3,10,2,23.0,5,2,3,3,3,3
360,2,1,2,2,2,1,2,8,0,56.0,5,2,2,2,3,2
360,2,3,3,2,2,1,1,8,2,36.0,5,2,1,1,2,2
360,2,3,3,2,3,3,3,9,2,24.0,5,1,2,2,3,2
360,1,2,4,1,3,1,2,10,1,49.0,2,2,1,2,2,1
360,2,2,2,1,2,1,2,9,2,29.0,4,2,2,2,3,3
360,2,4,3,2,4,1,1,10,3,46.0,2,1,1,1,3,2
360,3,1,1,2,3,2,1,10,6,31.0,6,2,1,1,3,2
360,2,1,2,1,3,1,1,,0,54.0,2,1,3,1,3,3
360,2,3,2,1,2,1,2,10,1,45.0,5,2,2,1,3,3
360,1,1,1,1,2,2,1,2,0,60.0,2,2,2,2,3,3
360,1,1,1,1,2,1,1,1,1,35.0,10,2,1,1,2,3
360,2,3,3,2,2,3,2,9,2,35.0,6,2,1,2,2,2
360,3,3,3,3,4,3,2,10,6,32.0,5,1,2,2,2,2
360,3,3,1,3,4,1,1,10,1,51.0,1,2,4,1,2,3
360,1,1,1,1,1,1,2,9,0,60.0,4,2,,,3,3
360,2,4,4,2,4,1,2,7,0,65.0,9,1,2,2,3,3
360,3,3,1,2,3,2,2,7,3,45.0,4,1,1,1,3,3
360,4,3,4,3,3,2,4,9,1,41.0,4,2,3,3,2,3
360,4,4,3,2,2,3,2,7,3,21.0,6,1,2,3,1,3
360,,4,2,1,,2,2,1,0,73.0,1,2,4,4,3,3
360,2,2,2,2,2,2,2,1,0,56.0,1,2,1,2,3,3
360,2,2,1,1,2,1,2,9,2,34.0,7,2,4,1,3,3
360,3,2,2,3,3,3,3,6,3,19.0,5,2,3,3,2,2
360,4,1,1,1,4,4,2,7,0,55.0,4,2,4,3,3,3
360,3,2,2,2,3,2,2,10,1,37.0,1,2,3,2,3,3
360,2,2,2,1,3,2,2,9,3,34.0,7,1,2,2,2,3
360,3,3,2,2,2,2,2,,0,42.0,1,2,4,1,3,3
360,4,2,2,2,2,2,2,3,0,30.0,5,1,2,2,3,3
360,3,4,3,3,4,2,4,10,0,36.0,5,1,1,1,3,2
360,4,3,4,2,3,3,3,1,2,23.0,7,1,4,3,3,1
360,3,2,3,2,3,3,2,10,3,57.0,6,1,4,2,1,3
360,3,2,2,2,4,2,4,6,1,60.0,5,1,3,4,3,3
360,2,2,1,1,1,1,1,5,1,32.0,2,2,1,1,2,1
360,3,3,2,2,3,3,2,5,1,39.0,4,2,2,2,3,3
360,3,2,2,2,2,2,2,7,0,35.0,5,2,2,2,3,2
360,2,2,2,2,2,2,2,8,1,44.0,6,2,3,2,3,3
360,2,4,2,2,3,2,3,9,2,44.0,5,2,3,3,3,3
360,2,1,1,1,2,1,1,9,1,50.0,7,1,2,3,2,2
360,2,2,2,2,2,2,2,8,1,32.0,1,2,1,2,3,2
360,2,2,2,2,2,1,2,10,2,34.0,5,1,1,2,2,3
360,2,1,2,2,2,2,2,3,1,87.0,2,1,1,2,3,3
360,1,2,2,2,4,2,2,8,1,64.0,6,1,3,2,3,3
360,1,2,1,1,2,1,1,8,0,60.0,4,2,2,,3,3
360,3,3,3,2,3,2,1,10,0,45.0,2,2,2,1,1,2
360,1,4,2,1,4,,1,5,0,53.0,5,1,4,2,3,3
360,1,3,1,1,4,1,1,2,1,60.0,5,2,1,1,3,3
360,3,1,3,2,3,2,3,10,2,20.0,4,1,4,2,3,3
360,2,2,2,2,3,3,2,4,2,27.0,6,1,1,2,2,2
360,3,3,4,1,4,1,3,10,2,34.0,5,1,1,1,3,3
360,3,1,2,2,,2,,6,1,48.0,5,2,1,2,3,3
360,3,2,2,2,4,2,2,8,1,45.0,5,1,1,1,3,3
360,1,1,2,2,3,1,2,10,1,41.0,8,1,1,1,3,3
360,3,1,1,1,2,2,2,7,2,18.0,7,1,1,2,3,3
360,2,2,2,1,2,2,2,10,1,46.0,5,2,4,4,3,3
360,1,2,2,2,3,2,2,9,2,32.0,5,2,1,2,2,3
360,2,2,,1,3,1,2,10,1,60.0,7,1,2,3,3,3
360,2,1,1,1,2,2,2,10,1,50.0,3,2,2,1,3,3
360,2,2,2,2,2,2,2,9,2,21.0,6,2,1,1,2,3
360,3,2,2,2,3,2,2,6,2,32.0,6,2,2,2,3,3
360,2,2,1,2,2,2,2,10,2,32.0,6,2,1,1,3,3
360,2,2,2,2,2,2,2,3,3,23.0,6,2,2,2,3,1
360,4,2,2,2,2,2,2,3,1,29.0,6,2,2,1,3,3
360,3,2,2,2,2,2,2,8,3,21.0,7,1,2,2,2,3
360,1,2,1,1,2,1,2,,1,60.0,4,2,1,,3,3
360,2,2,2,1,3,1,2,10,0,48.0,7,2,3,3,3,3
360,2,2,3,2,3,2,3,8,3,45.0,6,1,3,2,3,3
360,2,2,2,2,2,2,2,8,1,33.0,8,2,3,2,3,3
360,3,1,1,1,1,1,2,10,3,21.0,3,1,4,4,3,2
360,2,2,2,2,2,2,2,10,3,44.0,7,1,2,2,2,2
360,2,2,2,2,2,1,2,10,2,36.0,6,2,4,4,2,3
360,2,2,1,2,2,1,3,10,1,31.0,9,2,1,2,3,3
360,2,2,2,2,4,2,1,9,0,52.0,9,1,2,4,3,3
360,2,2,2,2,2,3,2,7,6,38.0,8,2,3,3,3,2
360,2,3,3,2,3,2,2,6,2,31.0,6,1,1,2,3,3
360,2,2,1,2,2,1,2,7,3,21.0,8,1,1,1,1,2
360,3,3,1,1,2,2,1,10,0,60.0,3,1,1,1,2,1
360,2,4,3,2,2,2,1,10,1,58.0,4,2,1,1,2,1
360,,3,,2,,,2,9,0,60.0,1,2,3,2,3,3
360,3,2,2,2,3,3,2,10,3,36.0,5,1,2,2,2,
360,2,3,2,2,2,2,2,5,1,73.0,3,1,3,2,3,3
360,3,3,3,3,3,2,2,10,1,30.0,4,1,1,1,3,3
360,1,1,1,1,1,1,1,10,0,58.0,1,2,1,2,3,3
360,2,2,2,3,3,3,3,8,1,23.0,5,1,2,2,2,1
360,2,2,2,2,2,2,2,9,0,47.0,5,2,,2,3,3
360,1,1,2,1,2,2,2,9,0,47.0,3,1,4,1,3,3
360,3,3,3,2,3,2,2,9,3,49.0,7,1,1,2,1,1
360,2,2,1,1,2,2,1,10,0,55.0,8,2,3,2,3,3
360,4,2,2,2,4,1,3,10,1,68.0,5,1,3,1,3,3
360,3,3,3,3,3,2,2,10,2,54.0,4,1,1,1,2,3
360,3,3,3,3,3,3,3,8,3,51.0,2,1,4,2,2,3
360,1,1,1,2,1,2,2,,0,55.0,1,2,3,4,3,3
360,2,3,2,1,2,2,2,10,2,38.0,5,1,3,1,2,3
360,2,2,2,2,2,2,2,10,5,29.0,8,2,1,1,2,2
360,3,3,2,2,2,1,2,8,3,35.0,5,1,2,1,3,2
360,1,1,1,1,3,1,2,10,2,49.0,7,2,1,1,3,2
360,3,2,1,1,3,3,2,9,1,49.0,8,2,4,3,3,3
360,1,1,1,1,1,1,1,10,0,62.0,1,2,4,4,3,2
360,2,3,1,1,3,3,2,9,3,22.0,9,2,4,3,2,3
360,2,1,3,2,3,2,2,10,0,47.0,1,2,2,2,3,3
360,3,2,2,2,2,2,1,8,3,25.0,4,1,1,1,2,2
360,2,1,1,1,1,1,2,10,0,43.0,2,1,4,4,3,3
360,3,4,3,2,2,2,2,5,2,37.0,5,1,2,2,2,3
360,1,3,2,2,3,2,2,10,1,40.0,6,2,1,2,1,3
360,2,2,2,2,3,2,1,7,2,23.0,7,1,4,2,1,2
360,3,3,3,3,4,3,3,10,2,39.0,3,1,2,3,3,3
360,1,1,2,1,2,1,2,10,1,47.0,1,1,1,1,3,3
360,3,2,2,1,2,1,1,1,1,53.0,1,2,1,2,3,3
360,2,2,1,1,2,2,2,9,3,19.0,5,2,2,2,2,3
360,3,4,2,2,2,1,2,1,2,29.0,1,1,4,4,3,2
360,3,3,3,3,3,2,3,7,2,27.0,4,1,2,2,2,2
360,1,1,1,1,1,1,1,6,1,24.0,7,2,1,2,3,3
360,1,2,1,1,2,2,2,9,0,45.0,4,1,1,2,3,3
360,2,3,2,2,2,2,2,10,1,33.0,2,1,2,2,3,3
360,3,3,2,1,3,2,2,10,2,47.0,3,1,2,2,3,3
360,4,1,1,1,3,1,2,2,1,43.0,1,2,2,3,2,3
360,1,1,1,1,4,1,1,5,0,50.0,1,1,2,3,3,3
360,2,2,2,2,2,3,1,8,3,18.0,8,1,1,1,3,3
360,1,2,1,1,2,2,2,8,3,24.0,7,2,1,1,3,2
360,3,2,2,2,3,3,3,8,5,68.0,2,1,3,3,3,3
360,3,2,2,1,3,1,2,8,2,54.0,7,2,2,4,3,3
360,1,1,1,1,1,1,1,2,1,51.0,3,2,1,4,3,3
360,2,2,2,2,2,2,3,8,6,42.0,6,2,2,2,2,3
360,2,1,1,1,2,2,2,8,3,20.0,8,2,1,1,2,2
360,3,2,2,2,3,2,2,9,1,66.0,5,1,3,3,3,3
360,3,4,3,3,4,3,4,10,1,45.0,1,1,3,1,3,3
360,3,3,3,2,3,2,2,8,3,39.0,7,1,3,3,2,2
360,2,2,2,2,2,2,2,9,3,18.0,4,2,2,2,2,3
360,3,3,3,3,4,3,3,7,2,41.0,7,1,2,3,3,3
360,3,2,2,3,3,2,1,10,3,29.0,7,2,3,4,3,3
360,1,2,2,2,3,3,2,10,3,39.0,6,1,3,3,2,3
360,2,2,2,1,2,3,2,8,3,35.0,5,2,2,2,2,3
360,2,2,3,1,3,2,2,10,2,51.0,3,1,2,2,3,3
360,2,1,2,2,2,2,1,10,3,35.0,3,1,4,3,1,1
360,2,2,2,2,2,2,2,6,2,30.0,1,1,1,2,3,2
360,4,3,2,2,2,3,2,10,6,33.0,5,2,4,2,2,3
360,3,3,2,2,3,2,2,10,1,63.0,1,1,1,1,3,3
360,4,2,1,1,2,1,2,9,0,53.0,3,2,2,1,3,3
360,4,3,2,2,3,2,3,10,3,34.0,6,1,2,2,1,1
360,1,3,1,1,2,2,1,9,1,33.0,9,2,1,2,2,3
360,3,3,1,2,4,3,3,10,1,42.0,8,2,4,3,3,3
360,3,3,2,2,3,2,3,9,2,28.0,5,2,2,2,3,2
360,3,2,1,1,2,2,2,6,2,23.0,3,1,3,3,3,3
360,3,1,1,2,4,2,2,8,2,30.0,2,2,2,2,3,3
360,1,4,1,1,1,1,1,10,1,46.0,1,2,1,1,3,3
360,2,1,2,1,2,2,2,10,0,62.0,3,1,1,1,3,2
360,1,1,1,1,1,1,1,9,0,61.0,6,2,,2,3,3
360,3,2,2,2,2,2,3,9,2,27.0,6,2,2,2,3,3
360,2,2,1,1,2,1,2,7,1,31.0,5,2,2,1,2,2
360,3,3,,3,,2,3,8,0,58.0,5,2,2,3,3,3
360,2,2,2,3,3,2,2,8,1,44.0,5,1,1,1,3,3
360,2,2,2,2,3,2,2,2,1,46.0,5,2,2,3,3,3
360,1,2,1,2,3,1,3,10,3,25.0,8,2,2,2,2,2
360,3,2,1,2,3,2,2,10,3,37.0,6,2,2,2,2,3
360,2,1,1,1,2,1,1,10,1,33.0,6,1,1,2,3,3
360,2,2,2,1,3,2,3,8,1,26.0,5,2,2,1,3,2
360,3,2,2,2,3,2,1,9,1,53.0,3,2,3,3,3,3
360,3,2,1,2,3,2,2,8,2,26.0,1,2,2,2,3,3
360,2,2,1,2,2,3,1,10,2,55.0,5,2,2,2,2,3
360,3,1,2,2,3,2,2,7,1,28.0,8,1,2,2,3,3
360,3,2,3,2,3,2,2,8,2,30.0,3,2,3,2,3,3
360,2,1,1,1,3,1,3,7,1,40.0,6,2,2,2,3,3
360,1,1,1,1,2,2,1,10,3,43.0,6,1,3,2,2,3
360,1,1,1,2,1,2,1,9,1,28.0,9,2,1,2,3,3
360,2,2,2,2,4,2,2,10,3,42.0,6,2,4,4,3,3
360,2,2,2,2,2,2,2,9,2,25.0,2,2,2,3,2,3
360,2,2,2,2,2,2,2,10,0,73.0,6,2,1,1,3,3
360,3,3,2,2,3,1,1,9,6,24.0,5,2,1,1,3,3
