PC1,PC2,Cluster
0.4821665672145493,-1.2116583263593825,1
0.8998997202945586,0.08718560680291579,0
1.2065206989501143,0.1160920300651104,0
-2.047902228508941,-2.0592693061321206,1
1.861842455807698,1.2927731022523838,0
0.00787169350078131,-1.831290904246198,1
-4.176367812357624,-2.1507946809912766,1
-1.698795142003484,-0.1932129736605779,2
0.23763246968686294,-2.112265266667228,1
-2.1813684055909746,-2.2883877303087865,1
3.7127225678225324,-1.5473569006606225,0
0.7825913530140611,0.8125508823498241,0
0.043986437304895695,-2.001648035927755,1
-2.1219909016986143,-2.560917892374675,1
-0.35834928445615355,-2.2633697960888366,1
0.5079803041575297,-1.4513606658611626,1
-1.5746728388077986,0.7591663952035355,2
-0.7142757780579942,0.5822255885930849,2
0.6455202296203266,-0.6170249050957032,1
1.451523137177681,-0.35053214162975327,0
0.8865629797812538,2.0589644694878624,0
-1.9543027667404713,-1.2216223606895467,1
-1.8457016208678587,0.009454969003557724,2
2.072080139587709,-1.8192725761663766,0
0.39084089435244884,2.5385518826471034,2
0.8906360050022457,-1.8717415777730533,1
0.2953139262745727,0.4667578160821701,2
0.10752314704731468,-1.784295605646891,1
-0.7388251733915541,-1.8213744982062527,1
-1.5008835568798173,-2.042893678044377,1
-1.0934572346107616,2.078406607622914,2
-1.6019424264575448,-2.8065138204595823,1
2.586949806934978,-0.2692422194368828,0
0.16323062248402434,-0.31988654431885716,1
1.7328851435764765,-1.3194549803183113,0
1.5893870297835255,1.1068241409938706,0
-2.523183379702169,-0.12687371873161749,2
0.664408866285387,-0.9718597875521523,1
-0.3554741660674513,0.5334793527802113,2
-1.5452664844503756,-1.299536376040534,1
-0.4706958796816813,0.6828436887197483,2
-0.5825438659844001,-2.1806740305253665,1
-3.0327051930280353,0.01767439759900572,2
-0.7540295510920889,0.013980965725127283,2
0.5152234762815633,-2.0940873489831997,1
-0.6428152513097136,0.11707203284873854,2
0.2924973704648221,-1.878442996818672,1
1.9842648175159874,-1.1175693512277085,0
0.31173022498864134,-0.3378265585669788,1
0.5687599214118532,-0.3340945010827262,1
-0.9389715790999816,0.07429863168259018,2
-1.8893305417429467,-2.5865001045471634,1
1.6738361289336348,0.7429888098495327,0
1.3500288117622274,-2.1587683024238724,1
2.0625651500171784,-1.2911841616157433,0
-5.138859355231785,2.237690759658205,2
-2.7412375596220397,-0.8310703050876945,2
-2.603506448069593,0.08125223693519348,2
-1.3443972288654156,-0.8641185517518494,1
1.010624370490147,1.2358379066554401,0
3.2934169801617625,-0.4595509334300102,0
-2.9664228541097413,-2.2758127498277485,1
3.290156015559352,-0.9486265849510238,0
-2.4966686086923255,-0.6447221657604117,2
0.7989312110723916,-0.4002388541446809,0
-2.0391403922036986,1.0665973336169636,2
0.7603408902652875,-0.5477422124415258,1
1.1116209713590708,1.0480808901935326,0
-1.3723175979293194,-1.9021565789857653,1
-0.7857232139320751,-1.985146429978073,1
-0.5693748965981336,-2.147809191067368,1
-1.2207095766475098,1.5959241380608407,2
0.42523084776138664,1.775245032702484,2
-1.1046009323757249,-0.6097234395369467,1
-0.511835694350571,0.9758226411586016,2
-2.460795469258208,1.3127164746760318,2
0.9376150033317507,1.0973269038732094,0
-0.3769398766240709,1.3576539799257807,2
-3.3625222216330317,0.7035456087702048,2
-0.8675547673022938,0.18753589850170757,2
-2.0853982514562275,1.3532048848615557,2
-0.3841024938893597,-0.8889878424880936,1
1.6743905481725907,-1.4233081954994031,0
2.1032999806829986,1.1514174610464054,0
-2.9266968040022063,-0.8752982485377415,2
-3.0491273901812943,-0.6570439486359231,2
-1.5502221492509438,-1.041364831096688,1
2.6498760606400507,-1.171423257821318,0
-2.9370464328462496,-2.368956969493031,1
-0.9764135972088309,-2.190716341971976,1
0.8245089320738186,2.3397171637012546,0
1.548966620481362,0.4162856654370982,0
0.6124631659096751,0.14824992102752602,0
-0.23568867875787528,-0.5460683210113658,1
-2.500105877984346,0.15285742324276622,2
2.807114011628401,-0.8692939972046424,0
2.052731766752544,0.34960434580806016,0
1.7534647389273812,-1.0657258342008307,0
0.7395869584615137,0.5614757609372694,0
0.5984866422040779,-2.074045684429405,1
-1.7800009623820316,-1.0076567025906589,1
0.08520453309111549,1.2662166873807683,2
-0.7148508752675468,-1.6203786839152392,1
-1.5722641758595854,-1.4716352561278003,1
1.7603890300186695,-1.0772967820453865,0
-1.0183327244182854,-0.6231444992542745,1
-2.8338275813836717,-0.03526140044522887,2
-1.1719795967258302,0.49025438104254815,2
-1.85290520598967,0.9510951860863037,2
-0.7760298541263795,1.3258226437980756,2
-5.259598500795878,2.737168129122106,2
2.5714014704304895,-0.8551253929157591,0
-1.0635432853290665,-2.3737525061363223,1
-1.0968121659354795,-0.6620155240194355,1
1.554070069785078,0.10131355653362675,0
0.9568810990388805,0.44918629445275915,0
3.4087366409159205,-0.8071511118186634,0
0.8198116663944122,-1.7629809225903232,1
0.6748259792005599,-2.0314109748032663,1
4.647399844644869,-0.8131974900153517,0
1.365664615613981,-0.7298311033233699,0
-0.30092739904086674,-0.1665561466798068,1
-1.2091650983224027,0.12489633509057993,2
-0.2511646595406481,-1.8389631390699817,1
-0.7842109925634738,-0.7139212013355498,1
-1.056917529054912,-2.476006183150782,1
-0.8209165050974797,0.8440049480551854,2
-1.5361375384799258,-0.13131422547484975,2
-1.0954008834500175,0.5226385208631247,2
0.7431182511719294,-1.3790579945165973,1
-2.420060059110197,-1.247149185695365,1
0.05608380402179969,-0.619525594130516,1
0.9123401949782229,-0.5028828966445037,0
-1.7703700035875145,-1.3286405677942694,1
-0.008569792392023186,-0.6016692066906529,1
-0.9915624978900317,0.14020693737275955,2
2.113545524550594,0.2867651168947438,0
0.9964186393443453,0.8568894660566214,0
-1.9677888122819849,1.5898322809477134,2
0.8666278216566553,0.032760072644237116,0
-3.545944585176511,-0.09528908016776186,2
-2.7692139166945564,-1.052664518268297,1
0.0019418288985459504,-1.977660990509433,1
3.264337225194791,0.48640823098858155,0
-0.2271181685842292,0.3136486552869598,2
-1.3983389569041753,-1.2664043466444566,1
-5.530428164779271,-0.8970736566942858,2
0.41915210068668607,0.30923609341774627,0
0.3299019740008806,0.24420098470172089,0
-0.9406696725234545,0.7432857005342028,2
-2.4569831225654557,-0.600218171537823,2
-3.838618020698249,-0.6180117223971736,2
1.311950306648031,-2.1738562823917564,1
2.4008078278816574,-1.1723965116690174,0
0.14981960576130823,-0.7339563620271581,1
1.2148638373125806,0.23993359395651923,0
3.705126414001851,-0.2921294516562393,0
0.8098762858161773,-0.6840340472096648,1
1.3693808189740075,0.9642484707383515,0
1.827968061403669,-0.6113913193709436,0
-2.753485571364693,0.5794024498294731,2
-0.2642474548942652,-1.3802667753388196,1
1.3824746678004618,-2.103910778503306,1
-1.8132224323854003,-0.969042678123694,1
-2.98040481620238,1.0985292672843805,2
0.5955133280192076,-1.809548882733178,1
-2.6572899215036916,-2.236738412870883,1
0.10972276506872565,-0.29251225196531466,1
-0.9945621456704543,0.9251377484859433,2
-1.4041846790891308,-1.2711054171430098,1
0.9535213297326307,-0.3727935596095295,0
0.1408305335002359,-1.1305196984146157,1
-0.9872527250080944,-2.326160088253949,1
2.024424576209878,-1.0470737711357865,0
-4.964226165440731,-1.2561036662527312,2
1.283352136237748,-1.8303659282205529,1
-1.4861160591259828,-1.0529181553610685,1
-3.21354932073613,-1.8175453997833375,1
-0.7003418875847017,0.8692002286367712,2
-1.4253665353519822,-1.0927642828737718,1
1.789173638417155,1.1669749011904413,0
0.6664481083267282,-2.159549133219095,1
0.36171495370142476,-1.9624043465680698,1
-3.2204847763738758,1.1842899195664067,2
-0.20916316531473705,0.918935021824178,2
-0.7637288282941583,0.2640790491862113,2
2.400433603147975,-0.8342490420549049,0
-0.9395341805177998,1.0425879618851106,2
-0.6990317059528136,1.7101984696893069,2
-1.0071024902735735,1.0995900521421456,2
-0.9551982827736919,-1.9543586632348957,1
0.1185197817564748,-2.1891485042246988,1
-1.9096131704219292,-2.252353431221195,1
-1.628922288347957,-2.259211781866567,1
-0.49323018581746125,-2.2705732000623517,1
0.4923195920454366,-1.8113563523801344,1
-0.8631794841712681,-1.143225296991112,1
1.6339049905778074,-2.024964980655356,1
-1.0954691585770813,0.5023268109735198,2
-2.1400272253858725,0.5316482032659312,2
-1.7113760559277011,-0.8732128071244373,1
-1.9049085226459301,-0.9835919353049635,1
1.277348044800826,-0.5452273920512236,0
2.0027236320787076,-1.4468816215621865,0
-0.40780843209234735,0.24665204491137446,2
-0.501980356974637,-2.0614105958961373,1
-4.282974632657524,1.3379981031137076,2
1.5206741657410854,1.3134484884603965,0
0.9303947612849839,-1.7320479480014404,1
-1.26364882251148,-0.7133257697603359,1
-0.7882641928400087,-1.3065738607017394,1
2.3127643560234903,-1.770420537508883,0
-1.1015324023980153,-1.9540260129907547,1
-1.5800780129999037,-0.06858853329107131,2
-0.8745485699390358,-1.9985021622248857,1
-1.474440447359514,-1.2767294792934054,1
0.023011184890922926,-0.9664945942183246,1
-4.144823378712412,0.2441566095629911,2
0.5322739463553026,-2.4346901636669647,1
0.40080212530809034,0.7233795337815794,0
-2.514853827213684,-1.5079826262872535,1
0.13013752864915074,0.2648610239565336,2
-0.008669368457786363,-2.4111756465129512,1
0.3307001730233978,-1.265770702552304,1
-3.446479516860419,-1.7154265918502076,1
-3.4402836082505774,-0.4641582960058568,2
-1.7470152862581347,-2.270086829525078,1
-1.4135480546866237,-0.05316796105843493,2
-1.8700079659632842,-0.06565204283489853,2
0.626624254613882,0.3427460625592885,0
-2.4789787515132162,0.2218344962816823,2
-4.512207403467103,-1.0672908736983926,2
0.43798444989955,-0.4032091001396677,1
-2.366285926384759,-2.448623942087302,1
-0.5362223863166736,-1.2643066884948477,1
-0.7766555261448764,-2.22578222184122,1
-0.24883527095159572,-2.2696914761047013,1
-0.23140802790301898,-2.0929052715173175,1
1.8034703537577785,-1.4912132732243997,0
-0.2676438960514176,-1.2844834266526994,1
-1.1817635007911231,-0.8471915341779984,1
-0.6804560167917277,-1.435903996070209,1
-0.47563590974718284,-0.7731065474508101,1
1.2489529029685769,-0.5225690971506666,0
-1.7420668644559008,-1.8680462013548425,1
-1.0540235826902993,-2.0410037738822253,1
-0.19662373506907835,-0.7536590534664551,1
-1.906647362129585,-0.23062072258958569,2
-0.5339348658072453,0.3417592028517198,2
1.4880124895115188,-2.4505769085424527,1
1.8162255912773473,-0.5006043577297744,0
-0.1364087258219777,0.09997147263296,2
-0.41952268521467967,0.2586550093721336,2
-2.7246971085012013,-2.4209993471046594,1
-0.1614471352305182,0.7168284935866706,2
-1.2886351941323748,-0.9466621281377496,1
-1.1181993894236797,-0.9029462434237141,1
-0.6588925729306262,0.7431407509851921,2
-1.5011970331715971,-1.9809767978680215,1
1.603016891127837,0.42572950101560103,0
1.3940667061226435,-0.7789992577657674,0
-2.3700258619865116,-0.8617658553581578,1
-2.4673570314450752,0.59872823425695,2
2.8909797181280807,-1.1480077700139888,0
-1.569482608260237,-0.4535326672777829,2
0.32192382465793007,0.0913777344253959,1
-2.2759723364946436,-1.2565983469875448,1
2.307072696296583,-0.9815902193065075,0
-0.7177698837502556,-2.2803546180353154,1
1.8854198891586824,0.9414157352307119,0
-0.26266471327411345,0.18561317279176584,2
1.8420885266724027,-1.0390660800277065,0
-0.9402823121485288,-1.3166397456799688,1
-0.6853024247595373,-1.6727647899879083,1
0.7522500402532988,0.7155765466059892,0
0.18431744254326446,-1.8769074235051884,1
-0.9438092316016461,-0.573353837301282,1
-3.3075495311041023,-2.141520285007722,1
-3.766753310694898,-2.1527492197880727,1
1.539597175805463,0.2654287559162315,0
0.24550383768166853,-0.03925452088444983,1
4.171556098529424,-1.957737261451117,0
3.1475303647906334,0.1699075868033528,0
-1.6808802982400293,-2.227546944316509,1
0.3002316426009933,1.060280276649476,2
0.10311888169890941,-0.08678086642121954,1
-0.4805034418182328,-1.7332800122579506,1
2.084691241931384,-0.2310216727238423,0
0.9655197691119439,0.24822026278833295,0
-1.7228996715651579,-1.5679628831817347,1
-2.68247599367634,-1.771094090304145,1
-1.345297235407394,0.2698209402549236,2
1.7017892728454307,-2.007629838198483,1
2.2353057402076004,1.0901162769731665,0
0.8490326675194746,-0.5649181425703589,1
-1.9257489908629064,-1.9966991341019376,1
3.339531043027217,-0.630445195944443,0
-1.7458041340525092,1.9767840777654138,2
1.8508207339590086,-1.7581325410263873,0
0.5161402936411161,-1.051974182642852,1
0.8819251137708631,-2.1584887299893407,1
0.7033142858533739,1.1734373179201278,0
-1.4782182059699502,-0.12844182642791027,2
-3.035772523230078,-1.6057798494693083,1
0.18702708895684236,1.3693216069886376,2
-1.3564426964419063,0.3069199075523321,2
-1.3722507552135506,0.9790528977915259,2
1.2759383860904865,1.215369311574347,0
-1.5324189714981944,-1.3416523089267325,1
3.19399894467087,0.3363903708763121,0
-1.1631502636047086,0.5238317131876353,2
-1.8669678067768436,-0.788097211741214,1
0.9301571237953752,-1.456048634854075,1
-0.6278021752523122,1.5743950081184697,2
-2.9374201952361063,0.3348032315839893,2
-0.5194815093140434,-1.4007829940333822,1
-0.10290358556243469,0.04367621446305673,1
0.1692959281884788,-1.5225917617735227,1
1.8951903099850718,-1.8291083893007256,0
-1.9683368601379176,-1.3006930495819138,1
-1.6297911110191932,-2.64510821680333,1
1.5012327033081792,-0.15796576954324623,0
0.2388239108329859,-1.9601621575788801,1
-1.964038762002013,-1.8602784416443716,1
2.0348573735016573,1.5909681802353728,0
-0.8671964659202492,0.5402568938582614,2
2.7435505416370196,-0.993467521381523,0
1.7056738686203121,2.30036412005421,0
-3.335953605195811,-0.9291567323181439,2
0.2392900891073194,2.371747673093453,2
4.566178016460515,-1.4350009108907105,0
3.0699365253710114,-0.8090229857884346,0
-1.942359648175814,-0.7083965087950866,1
1.5282639305884862,-1.9720971973277759,1
0.8329702887893116,0.6486956060478375,0
2.699231333277823,-1.3547742224508164,0
-0.7478470572498546,-1.9491971929819705,1
-1.8713987550039346,-2.155596781033576,1
-1.2815952800334622,0.4475805669543613,2
-0.16394295602847841,-0.0003658096955165486,1
-1.2824352633565108,-1.2833274786226596,1
-1.98528889279023,1.2076004915627803,2
-0.050522403708559496,-0.19372276768963195,1
3.439935066265901,0.2609950934262281,0
0.044794040599904036,-1.549197611767762,1
-1.1382436971279202,-0.8806322044327483,1
-0.9667996916329488,-0.7651206201737937,1
0.2921740150578155,-0.5774548457606368,1
1.8717783512083495,-0.6044728104276168,0
1.3342931893035985,1.617266344590045,0
2.243525682018971,-1.7742694288358805,0
3.452757126114133,1.5738365008153223,0
0.5416432277850332,-1.3844459325400689,1
-1.314648606939422,0.34566776840476277,2
-3.1917691723847788,2.4428636131456236,2
-0.7679034050830608,-0.3359455199263209,1
2.4832073923080316,-1.698405383906695,0
-2.170808027188766,0.26860814524620036,2
-2.443004547418896,0.5424550633071318,2
-1.5727922355512112,-2.188436349491904,1
-1.0490734685170537,1.1987459626584989,2
-3.4869784016325562,-2.072936846413393,1
3.004393475134518,1.7001417914659558,0
-3.3233319871751794,-0.9795365225285242,2
0.4550386060114688,0.9206292644486938,0
-0.7891510132625297,-0.671439953643908,1
0.9660354871959558,-0.28513203669905074,0
3.472058404166675,2.732987054800692,0
1.7337656458748985,-1.1864054747008563,0
-2.3327242635359196,-2.511669937607658,1
-3.673382211105609,0.3991426057631766,2
3.6337945885670226,-0.2903462134098062,0
-0.7991028682639039,-0.3742923720816094,1
1.3254833903354752,0.6761642702233895,0
-3.0302804105297385,-1.4714265357707437,1
0.47229099789177653,-1.5386538726455488,1
-1.8785154331444747,1.256169409024252,2
-0.8243599235808106,-1.3145273192286338,1
-0.16098845697854003,-0.5682157799275981,1
-0.5115557405824575,-1.2526194606598797,1
3.703981107276113,-1.8357391582146223,0
0.1802567003186291,-1.504451169127865,1
-2.2742663403900543,-1.6655852148773203,1
2.1025881597302045,-1.267278614194084,0
-1.3824669872722084,-2.5781256572108346,1
0.17882848669134258,1.0875854208853009,2
-0.7223303693370707,-1.9778294042342772,1
3.3656574928364056,1.7166495219762252,0
-0.6854157978370852,-1.4085358786394975,1
0.0666190131155855,1.2308121226723676,2
2.373490345014461,0.5310919164459511,0
0.598047318048203,0.4182790976217602,0
-0.12292545027800632,-1.2848774004161088,1
-0.44418309100013276,-2.2121083455792023,1
1.2281035497844528,1.4933279565598854,0
-2.058782842904234,0.3794855007369008,2
2.74961764257841,1.6901043263367757,0
-2.104522767545638,-0.9496421568256973,1
-0.6228224973692441,0.0591461327523907,2
0.9571235104493059,-0.11722196236912255,0
-0.016736229183104235,-1.1403723849920855,1
-0.6820524246944356,1.23516164676479,2
-0.36957138999756456,-1.9056723241042255,1
-0.9274632488539996,-0.8786007479750373,1
2.601688864773152,0.631036043641599,0
-1.5286280727378547,-0.27593051746762776,2
-1.0293984468484367,-1.528702793697923,1
0.7760990465607035,-1.6849301090806703,1
1.82998358522918,-1.7307251699955617,0
4.831847204557341,-0.5873933162137372,0
-2.3132955741907364,-0.4828001971267417,2
1.7727342619784552,0.25631597073887435,0
-1.9357471375605804,-1.0864911965955615,1
1.1442232128317689,0.3125670355225717,0
1.0114675052918576,-2.408708624770013,1
1.274932114351374,-2.010286829797598,1
0.15784781679574658,-2.094281310826109,1
-3.7474686285956698,-0.35825422650655503,2
1.9356246452185009,-1.7835929533231418,0
-0.6090285359657983,-1.3207819438098733,1
-0.4922719150971884,-2.2964024684281497,1
3.1082715921331476,1.7661478763303475,0
-0.4735150787203549,-1.7793776674360848,1
-0.4330153394140338,2.739638842710401,2
-1.5485855790512668,1.7373497202332984,2
-0.28151370441050094,0.7324652808381175,2
-0.740411964679663,-1.8477250925988755,1
1.857074240631139,3.3367245339120872,0
0.9974954984830136,-1.8874441474398715,1
2.642861594260577,0.46617448931031524,0
0.4315768752861947,-0.23231696396091564,1
1.7564003501910184,-1.8371434485284919,1
1.6561411779233934,-0.13506607069318047,0
-2.7273659792147544,-2.439475012114279,1
4.4725087379322845,0.8191318389280938,0
-0.3381264100202657,1.3571266964604636,2
0.9719844219110957,-1.2287047246536775,1
-0.5980123006156842,-1.8453655351364309,1
0.6637771878711085,-2.1372080707356647,1
2.2572187846718346,-0.9673600802593223,0
-0.5362093510561418,-1.8242277650533236,1
-1.6437727353021876,-0.15031403381687838,2
-2.859445970235648,-0.07656270094180465,2
-1.6783985574979694,-0.16722222989706262,2
1.6140062764166831,1.9943667646203131,0
2.3392953347822654,-1.1682359908829163,0
-1.040236221046066,-0.8302992777736021,1
3.1662430377326363,-1.2670888930935968,0
0.3171858771785481,-1.6884100510505733,1
0.8276215828872329,-1.601926032089772,1
-3.8070210102568436,-0.8877711383249136,2
4.116429632390178,-1.6388805156083595,0
-1.3948493189390505,-1.2051996025436473,1
2.1219628125040915,-0.8337401891809391,0
0.41646912872412045,1.5506000150173795,2
-2.1762884281798156,-0.4397395113419996,2
-0.43001020051727074,1.657309338400844,2
1.283646218528554,-2.024450983010541,1
4.48539606015293,1.5796476547872713,0
-1.023523565152973,-1.0259004147279345,1
-0.6867256539085497,1.6235217444494054,2
1.454888103045681,-1.1701969189924657,0
0.9351724413695506,1.8937495758022531,0
2.290186294059318,-1.6861147560612846,0
-2.8858452559990306,-1.1241245973571545,1
2.871258255045905,-1.1348601924936625,0
-1.260440662624677,-0.29592370423237374,2
-1.8618863993289896,-0.7845723156615065,1
-0.35109302046556157,0.3489375051447122,2
-1.3546846509136097,-1.218288719706882,1
-0.6618436111435028,-2.1591225808348224,1
-5.233022171064624,-1.1379324908973736,2
5.337268798366133,-1.4806300284368168,0
0.33377985346915334,-1.0304061978207648,1
-0.1191217791075783,-2.1932117544177285,1
0.020879843550172746,1.0207980439496638,2
-0.3618652438774714,0.013671596923112463,2
0.6249482881707321,-0.7649550427373983,1
-1.4400487447891386,-0.9576051826505686,1
0.03241429235500678,-1.8223044273456406,1
0.9756535532474876,-0.9055253501583411,1
4.806026131296065,-2.015137283419492,0
-0.5553718500309653,-1.3806446345760375,1
1.0820378937485975,-2.1157975474184587,1
-0.5051810158550735,0.030211021162539802,2
1.9140907748949019,-0.6614405349557556,0
-0.4298233939689254,0.3853909465167775,2
2.9345633929235553,-0.02678689595933616,0
-0.46346031753461225,-2.1919132659167606,1
-0.4715930268088921,0.07054981995654683,2
-1.76439854000517,-1.0202716915068633,1
2.602106477329903,1.5903053599449206,0
-0.7512808237001295,-1.0669119513955418,1
-2.235442665880905,-0.8414270423880795,1
0.8243708501277862,0.2966854249923087,0
-1.6750518633454492,0.051401581397320296,2
1.6975387133250386,-1.90392100622518,1
-0.5485409712346956,0.002627048044110549,2
-3.902160552819542,2.558078470653184,2
-1.0279752935466333,-1.7583552038029717,1
1.2419436662474155,1.395710008187693,0
4.370590469437727,-0.6904702226234514,0
-0.2046040893582353,-1.50273860549674,1
0.4168496507775332,-0.5233348706570613,1
0.5766283347488015,-1.4497394011197893,1
-1.3943472624223625,-2.3538435237037554,1
0.4062976599814544,0.05530872331432877,1
0.40742203870729365,1.201020456675675,2
4.202468576622147,2.0408871784916696,0
-1.8156184299816855,-0.7832577554376567,1
1.2892977725018255,0.7989154191654528,0
1.6122628118495492,-0.8775342347074807,0
1.44711180004138,0.8649964224926155,0
-1.2405347033049705,-0.882511607682857,1
0.33230148086862665,0.6983534094196188,2
1.2436084173256245,1.451868249352017,0
0.9767862058402206,-0.934632007172266,1
0.79838116868526,-1.016228151725699,1
-0.730206527723395,0.8488655330813661,2
-0.5055894036566014,-2.245410387277575,1
1.474067919727535,-0.9064987810336473,0
3.285070347627596,-0.753679410770057,0
0.005873959521165454,-0.09040247666446857,1
1.5707325865706294,-1.2719445776979685,0
-0.5912311484023932,0.18823751301133226,2
0.976764785839419,-1.0241101976391211,1
-1.4566212406590315,-0.7173021017462133,1
0.583007939511754,-0.0018020666631053046,0
0.4846115094157078,0.23247964969758336,0
0.7434847599084233,-0.37692400783975943,1
2.0477082245734963,0.8768418275329747,0
2.530527791102118,-0.5580150181800394,0
-1.3708219808397362,-2.0979557561057343,1
-1.523934084004554,0.7486997145511749,2
-0.8976553330849212,0.9645139869645508,2
-1.692922585580665,-1.5673255906280212,1
1.9024627115892754,-1.418383111373438,0
-1.5396230608434491,-2.8281659100112844,1
0.6006442895614496,0.3702829812223929,0
-1.2266711126319694,-1.7875291203848571,1
-2.0467435418719773,-0.8281052938259327,1
-5.1805473262829445,-2.2232189955794297,1
-2.5166682520674133,0.5088458934357173,2
-1.3386292012919125,1.5436666903066802,2
1.2906157073958557,-0.21191942188721632,0
-1.913043673915407,-0.9488586713604421,1
-1.2521371607499365,0.26344565531228625,2
4.884221068635658,-1.5474926512282272,0
-0.5778125016957933,-0.3005434602652646,1
1.358302590365084,1.1794145066972683,0
0.27543574091672013,-1.8476777419599322,1
0.023206377173149207,-2.5009869237239055,1
-0.009142270641191358,0.3865574321702602,2
1.6104631181797116,1.5533104639628417,0
-0.181494309939046,1.4864595467378758,2
-1.967442028713723,-1.7036989113961385,1
-0.357803872871555,-1.2243979710691313,1
2.8185190870604284,1.0151936199989802,0
-2.19681037743982,-2.0514719179383896,1
1.1598934436698711,-2.1997328881136533,1
-0.5594544534142939,-1.1562457799171875,1
-1.251603781376375,-2.6739253596875705,1
-0.7014888073568996,-2.2235845937795613,1
3.382422746300272,0.3502530786310658,0
4.439855132107201,-1.8883518362442422,0
-0.9318112184490255,0.2466977128619358,2
-0.7359812109842071,-1.7928364160122217,1
1.3563236943928665,-1.3322470295420639,1
0.8187854377371785,0.839665667576847,0
1.5757345369633307,1.5989894156808842,0
-1.5183174624217433,-1.5869023614582596,1
-1.5998269613951315,-1.6075992143454936,1
-0.7767150461615773,-0.687609751091569,1
-0.8814154675005412,-1.3739711819034826,1
-0.7979976535006383,-1.6020239308057134,1
-0.9370567768994452,-0.9667768777896898,1
0.6572646773942321,-0.11245260044614633,0
-4.043560753300224,1.1596589173831386,2
-0.1870591606411768,-1.6295486664712437,1
0.5597354655350173,1.156690883521482,0
-0.6042472242817444,-1.279233227206227,1
-0.586425115732077,-0.6449765688230661,1
0.35208000134822043,-1.1325578216686367,1
0.7060534163394426,0.5225016052201438,0
-2.795071918998698,1.0013168730966684,2
-4.030485499000515,-2.324276466816036,1
-2.226436176673001,0.026268889756906257,2
